Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV3623	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
ASV3624	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_shahii(RS_GCF_025145845_1
ASV3625	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium_lactatiformans(RS_GCF_000949455_1
ASV3626	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera_sp001546855(RS_GCF_001546855_1
ASV3627	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium_lactatiformans(RS_GCF_000949455_1
ASV3628	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera_sp001546855(RS_GCF_001546855_1
ASV3629	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
ASV3630	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_finegoldii(GB_GCA_030295565_1
ASV3631	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera_sp001546855(RS_GCF_001546855_1
ASV3632	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_breve(RS_GCF_001025175_1
ASV3633	Bacteria	NA	NA	NA	NA	NA	NA
ASV3634	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3635	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
ASV3636	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_breve(RS_GCF_001025175_1
ASV3637	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3638	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1071	UMGS1071_sp900548305(GB_GCA_900548305_1
ASV3639	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3640	Bacteria	Bacillota_A	Clostridia	Oscillospirales	NA	NA	NA
ASV3641	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_fragilis(RS_GCF_000025985_1
ASV3642	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis_A(RS_GCF_004793765_1
ASV3643	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
ASV3644	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1623	UMGS1623_sp902492895(GB_GCA_902492895_1
ASV3645	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter_inops(RS_GCF_900104605_1
ASV3646	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter_inops(RS_GCF_900104605_1
ASV3647	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola_aceti(RS_GCF_025567495_1
ASV3648	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	NA	NA
ASV3649	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
ASV3650	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	Ruminococcus_E_intestinalis(RS_GCF_014288065_1
ASV3651	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_invisus(RS_GCF_000160055_1
ASV3652	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Scatomorpha	Scatomorpha_sp900752445(GB_GCA_900752445_1
ASV3653	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV3654	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter_sp959607715(GB_GCA_959607715_1
ASV3655	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	NA
ASV3656	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola_aceti(RS_GCF_025567495_1
ASV3657	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	Peptoniphilus_A_lacrimalis(RS_GCF_000378725_1
ASV3658	Bacteria	NA	NA	NA	NA	NA	NA
ASV3659	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola_aceti(RS_GCF_025567495_1
ASV3660	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV3661	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia_isoflavoniconvertens(RS_GCF_003725955_1
ASV3662	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV3663	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	Slackia_isoflavoniconvertens(RS_GCF_003725955_1
ASV3664	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV3665	Bacteria	NA	NA	NA	NA	NA	NA
ASV3666	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter_sp959607715(GB_GCA_959607715_1
ASV3667	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV3668	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV3669	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_lactaris(RS_GCF_025152405_1
ASV3670	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV3671	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Merdimmobilis	Merdimmobilis_hominis(RS_GCF_021109255_1
ASV3672	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV3673	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3674	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV3675	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter_secundus(GB_GCA_000803105_1
ASV3676	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	CAG-269_sp947367845(GB_GCA_947367845_1
ASV3677	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	NA	NA
ASV3678	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola_fusiformis(GB_GCA_020687125_1
ASV3679	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_segnis(RS_GCF_014297285_1
ASV3680	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3681	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3682	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV3683	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	CAZU01_sp944392185(GB_GCA_944392185_1
ASV3684	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV3685	Bacteria	NA	NA	NA	NA	NA	NA
ASV3686	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UBA644	UBA644	NA
ASV3687	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ASV3688	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3689	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3690	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	CAG-269	NA
ASV3691	Bacteria	Actinomycetota	NA	NA	NA	NA	NA
ASV3692	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter_fastidiosus(RS_GCF_030296935_1
ASV3693	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3694	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	NA
ASV3695	Bacteria	NA	NA	NA	NA	NA	NA
ASV3696	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA
ASV3697	Bacteria	Actinomycetota	NA	NA	NA	NA	NA
ASV3698	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_massiliensis(RS_GCF_000382445_1
ASV3699	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_C	Roseburia_C_amylophila(RS_GCF_025567465_1
ASV3700	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV3701	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3702	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_massiliensis(RS_GCF_000382445_1
ASV3703	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_welbionis(RS_GCF_005121165_3
ASV3704	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A_ihumii(RS_GCF_025144665_1
ASV3705	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
ASV3706	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_massiliensis(RS_GCF_000382445_1
ASV3707	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV3708	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Terrisporobacter	NA
ASV3709	Bacteria	NA	NA	NA	NA	NA	NA
ASV3710	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_welbionis(RS_GCF_005121165_3
ASV3711	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_succinatiphilus(RS_GCF_000242435_1
ASV3712	Bacteria	Actinomycetota	NA	NA	NA	NA	NA
ASV3713	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV3714	Bacteria	NA	NA	NA	NA	NA	NA
ASV3715	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV3716	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV3717	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Fenollaria	Fenollaria_timonensis(RS_GCF_001457835_1
ASV3718	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV3719	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Ezakiella	NA
ASV3720	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
ASV3721	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum_butyriciproducens(GB_GCA_003096535_1
ASV3722	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster_sp000431375(RS_GCF_003473545_1
ASV3723	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_invisus(RS_GCF_000160055_1
ASV3724	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV3725	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_invisus(RS_GCF_000160055_1
ASV3726	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum_butyriciproducens(GB_GCA_003096535_1
ASV3727	Bacteria	NA	NA	NA	NA	NA	NA
ASV3728	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170_sp900549635(GB_GCA_916988195_3
ASV3729	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3730	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
ASV3731	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella_sp003458855(GB_GCA_902364065_1
ASV3732	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV3733	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ASV3734	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ASV3735	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-433	CAG-433_sp947624565(GB_GCA_947624565_1
ASV3736	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ASV3737	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA	NA
ASV3738	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium_faecium(RS_GCF_003269275_1
ASV3739	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_merdae(RS_GCF_025151215_1
ASV3740	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter_secundus(GB_GCA_000803105_1
ASV3741	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_communis(RS_GCF_006542665_1
ASV3742	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus_massiliensis(RS_GCF_900199635_1
ASV3743	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	NA
ASV3744	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
ASV3745	Bacteria	NA	NA	NA	NA	NA	NA
ASV3746	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_dorei(RS_GCF_013009555_1
ASV3747	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter_sp959607715(GB_GCA_959607715_1
ASV3748	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_cellulosilyticus(RS_GCF_028539415_1
ASV3749	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
ASV3750	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	NA
ASV3751	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
ASV3752	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus_intestini(RS_GCF_000425045_1
ASV3753	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
ASV3754	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella_effluvii(RS_GCF_003201875_1
ASV3755	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster_sp001517625(RS_GCF_001517625_2
ASV3756	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_fragilis(RS_GCF_000025985_1
ASV3757	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_fragilis(RS_GCF_000025985_1
ASV3758	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas_intestinalis(RS_GCF_001280875_1
ASV3759	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_merdae(RS_GCF_025151215_1
ASV3760	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_stercoris(RS_GCF_025147325_1
ASV3761	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_merdae(RS_GCF_025151215_1
ASV3762	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_invisus(RS_GCF_000160055_1
ASV3763	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_merdae(RS_GCF_025151215_1
ASV3764	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium_sp934503275(GB_GCA_934503275_1
ASV3765	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_piger_A(RS_GCF_900116045_1
ASV3766	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_merdae(RS_GCF_025151215_1
ASV3767	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	NA
ASV3768	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	NA
ASV3769	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA
ASV3770	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV3771	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_wadsworthensis_A(RS_GCF_000297775_1
ASV3772	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_sp937943605(GB_GCA_937943605_1
ASV3773	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV3774	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Wujia	NA
ASV3775	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177_sp900771185(GB_GCA_900771185_1
ASV3776	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter_splanchnicus(RS_GCF_000190535_1
ASV3777	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	NA	NA
ASV3778	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV3779	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alitiscatomonas	Alitiscatomonas_sp900066055(RS_GCF_003480435_1
ASV3780	Bacteria	NA	NA	NA	NA	NA	NA
ASV3781	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alitiscatomonas	NA
ASV3782	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp900761785(RS_GCF_900761785_1
ASV3783	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas_faecalis(RS_GCF_003991565_1
ASV3784	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	NA
ASV3785	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV3786	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170_sp900549635(GB_GCA_916988195_3
ASV3787	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus_ammoniilyticus(RS_GCF_025567345_1
ASV3788	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170_sp900549635(GB_GCA_916988195_3
ASV3789	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
ASV3790	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-314	CAG-314	CAG-314_sp900551395(GB_GCA_900551395_1
ASV3791	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	NA
ASV3792	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F_xylanophilum(RS_GCF_000518685_1
ASV3793	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
ASV3794	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV3795	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus_E	NA
ASV3796	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_shahii(RS_GCF_025145845_1
ASV3797	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Victivallis_sp031261965(GB_GCA_031261965_1
ASV3798	Bacteria	NA	NA	NA	NA	NA	NA
ASV3799	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp900761785(RS_GCF_900761785_1
ASV3800	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_tobetsuensis(RS_GCF_001078375_1
ASV3801	Bacteria	Bacillota_A	Clostridia	Oscillospirales	NA	NA	NA
ASV3802	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	NA
ASV3803	Bacteria	Bacillota_I	Bacilli_A	ML615J-28	CAG-313	CAG-313	CAG-313_sp900539265(GB_GCA_900539265_1
ASV3804	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV3805	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_dorei(RS_GCF_013009555_1
ASV3806	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
ASV3807	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	NA
ASV3808	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_shahii(RS_GCF_025145845_1
ASV3809	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3810	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3811	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G_ventriosum(RS_GCF_025150745_1
ASV3812	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium_lactatiformans(RS_GCF_000949455_1
ASV3813	Bacteria	Actinomycetota	NA	NA	NA	NA	NA
ASV3814	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium_lactatiformans(RS_GCF_000949455_1
ASV3815	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV3816	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	NA
ASV3817	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3818	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3819	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	NA
ASV3820	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium_lactatiformans(RS_GCF_000949455_1
ASV3821	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3822	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV3823	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3824	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV3825	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3826	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV3827	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
ASV3828	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_wadsworthensis(RS_GCF_003315195_1
ASV3829	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis(RS_GCF_000154465_1
ASV3830	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Ruminococcus_B	Ruminococcus_B_gnavus(RS_GCF_008121495_1
ASV3831	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger_sp900539695(GB_GCA_025758045_1
