Species,coef,pval,qval
Corynebacterium.halotolerans,-2.106740901,4.56E-09,1.28E-05
Thermaerobacter.sp..PB12.4term,-2.106740901,4.56E-09,1.28E-05
Weissella.soli,-2.106740901,4.56E-09,1.28E-05
Nonlabens.ponticola,-2.106740901,4.56E-09,1.28E-05
Aneurinibacillus.sp..Ricciae_BoGa.3,-2.106740901,4.56E-09,1.28E-05
Micromonospora.sp..NBC_01699,-2.106740901,4.56E-09,1.28E-05
Enterococcus.gallinarum,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.indologenes,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..RUD330,-2.106740901,4.56E-09,1.28E-05
Nocardioides.rotundus,-2.106740901,4.56E-09,1.28E-05
Polaromonas.vacuolata,-2.106740901,4.56E-09,1.28E-05
Amycolatopsis.sp..CA.230715,-2.106740901,4.56E-09,1.28E-05
Aestuariibaculum.lutulentum,-2.106740901,4.56E-09,1.28E-05
Ligilactobacillus.agilis,-2.106740901,4.56E-09,1.28E-05
Microbacterium.sufflavum,-2.106740901,4.56E-09,1.28E-05
Gordonia.sp..SL306,-2.106740901,4.56E-09,1.28E-05
Yinghuangia.sp..ASG.101,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.kubicae,-2.106740901,4.56E-09,1.28E-05
Desulfotalea.psychrophila,-2.106740901,4.56E-09,1.28E-05
Porphyromonas.somerae,-2.106740901,4.56E-09,1.28E-05
Sinanaerobacter.sp..ZZT.01,-2.106740901,4.56E-09,1.28E-05
Microbacterium.sp..ABRD28,-2.106740901,4.56E-09,1.28E-05
Halotalea.alkalilenta,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.humireducens,-2.106740901,4.56E-09,1.28E-05
Enterobacter.cloacae,-2.106740901,4.56E-09,1.28E-05
Desulfosediminicola.flagellatus,-2.106740901,4.56E-09,1.28E-05
Deinococcus.peraridilitoris,-2.106740901,4.56E-09,1.28E-05
Massilia.sp..METH4,-2.106740901,4.56E-09,1.28E-05
Rhodocytophaga.rosea,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.sp..DC1.2,-2.106740901,4.56E-09,1.28E-05
Paraburkholderia.sp..IMGN_8,-2.106740901,4.56E-09,1.28E-05
Halobacteroides.halobius,-2.106740901,4.56E-09,1.28E-05
Brevibacterium.casei,-2.106740901,4.56E-09,1.28E-05
Neobacillus.novalis,-2.106740901,4.56E-09,1.28E-05
Draconibacterium.orientale,-2.106740901,4.56E-09,1.28E-05
Vibrio.alginolyticus,-2.106740901,4.56E-09,1.28E-05
Frigoribacterium.sp..SL97,-2.106740901,4.56E-09,1.28E-05
Mogibacterium.diversum,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.yonginensis,-2.106740901,4.56E-09,1.28E-05
Enterobacter.mori,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.benzopyrenica,-2.106740901,4.56E-09,1.28E-05
Halomonas.huangheensis,-2.106740901,4.56E-09,1.28E-05
Methylomusa.anaerophila,-2.106740901,4.56E-09,1.28E-05
Cyclonatronum.proteinivorum,-2.106740901,4.56E-09,1.28E-05
Candidatus.Epulonipiscium.viviparus,-2.106740901,4.56E-09,1.28E-05
Arachnia.propionica,-2.106740901,4.56E-09,1.28E-05
Evansella.cellulosilytica,-2.106740901,4.56E-09,1.28E-05
Delftia.acidovorans,-2.106740901,4.56E-09,1.28E-05
Oecophyllibacter.saccharovorans,-2.106740901,4.56E-09,1.28E-05
Desulfosporosinus.youngiae,-2.106740901,4.56E-09,1.28E-05
Pelodictyon.luteolum,-2.106740901,4.56E-09,1.28E-05
Herbaspirillum.frisingense,-2.106740901,4.56E-09,1.28E-05
Microvirga.terrae,-2.106740901,4.56E-09,1.28E-05
Cupriavidus.sp..KK10,-2.106740901,4.56E-09,1.28E-05
Selenomonas.sp..oral.taxon.478,-2.106740901,4.56E-09,1.28E-05
Neobacillus.drentensis,-2.106740901,4.56E-09,1.28E-05
Helicobacter.cinaedi,-2.106740901,4.56E-09,1.28E-05
Chitinibacter.bivalviorum,-2.106740901,4.56E-09,1.28E-05
Clostridium.beijerinckii,-2.106740901,4.56E-09,1.28E-05
Desulfobacca.acetoxidans,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..CA.210063,-2.106740901,4.56E-09,1.28E-05
Haliangium.ochraceum,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.ammonificans,-2.106740901,4.56E-09,1.28E-05
Xanthomonas.euvesicatoria,-2.106740901,4.56E-09,1.28E-05
Maricaulis.maris,-2.106740901,4.56E-09,1.28E-05
Porphyromonas.endodontalis,-2.106740901,4.56E-09,1.28E-05
Bacillus.subtilis,-2.106740901,4.56E-09,1.28E-05
Clostridium.cochlearium,-2.106740901,4.56E-09,1.28E-05
uncultured.Pleomorphomonas.sp.,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NA04227,-2.106740901,4.56E-09,1.28E-05
Butyricimonas.virosa,-2.106740901,4.56E-09,1.28E-05
Schaalia.sp..19OD2882,-2.106740901,4.56E-09,1.28E-05
Natronoglycomyces.albus,-2.106740901,4.56E-09,1.28E-05
Christiangramia.salexigens,-2.106740901,4.56E-09,1.28E-05
Flagellimonas.lutaonensis,-2.106740901,4.56E-09,1.28E-05
Proteiniclasticum.sp..QWL.01,-2.106740901,4.56E-09,1.28E-05
Micromonospora.ferruginea,-2.106740901,4.56E-09,1.28E-05
Klebsiella.pneumoniae,-2.106740901,4.56E-09,1.28E-05
Tissierella.sp..MB52.C2,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.jejuensis,-2.106740901,4.56E-09,1.28E-05
Ligilactobacillus.cholophilus,-2.106740901,4.56E-09,1.28E-05
Urechidicola.croceus,-2.106740901,4.56E-09,1.28E-05
Herbaspirillum.huttiense,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.kribbensis,-2.106740901,4.56E-09,1.28E-05
Sphingobacterium.oryzagri,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..WH10,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.fitomaticsae,-2.106740901,4.56E-09,1.28E-05
Fenollaria.massiliensis,-2.106740901,4.56E-09,1.28E-05
Cedecea.neteri,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.sp..DG25B,-2.106740901,4.56E-09,1.28E-05
Parageobacillus.caldoxylosilyticus,-2.106740901,4.56E-09,1.28E-05
Proteiniborus.sp..MB09.C3,-2.106740901,4.56E-09,1.28E-05
Faecalibaculum.rodentium,-2.106740901,4.56E-09,1.28E-05
Pseudohongiella.spirulinae,-2.106740901,4.56E-09,1.28E-05
Vibrio.cholerae,-2.106740901,4.56E-09,1.28E-05
Desulfovibrio.mangrovi,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..BJN0001,-2.106740901,4.56E-09,1.28E-05
Acidiferrobacter.thiooxydans,-2.106740901,4.56E-09,1.28E-05
Capnocytophaga.sp..oral.taxon.864,-2.106740901,4.56E-09,1.28E-05
Nocardia.tengchongensis,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..MMS20.IR301,-2.106740901,4.56E-09,1.28E-05
Roseateles.sp..DAIF2,-2.106740901,4.56E-09,1.28E-05
Methanofollis.liminatans,-2.106740901,4.56E-09,1.28E-05
Jeotgalibaca.ciconiae,-2.106740901,4.56E-09,1.28E-05
Gallibacterium.anatis,-2.106740901,4.56E-09,1.28E-05
Desulfolutivibrio.sulfodismutans,-2.106740901,4.56E-09,1.28E-05
Methylomonas.montana,-2.106740901,4.56E-09,1.28E-05
Herbaspirillum.seropedicae,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.sp..DG25A,-2.106740901,4.56E-09,1.28E-05
Miniphocaeibacter.halophilus,-2.106740901,4.56E-09,1.28E-05
Marispirochaeta.aestuarii,-2.106740901,4.56E-09,1.28E-05
Dysgonomonas.sp..HDW5A,-2.106740901,4.56E-09,1.28E-05
Candidatus.Sulfidibacterium.hydrothermale,-2.106740901,4.56E-09,1.28E-05
Phycicoccus.sp..HDW14,-2.106740901,4.56E-09,1.28E-05
Murdochiella.vaginalis,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.thermoresistibile,-2.106740901,4.56E-09,1.28E-05
Halomonas.binhaiensis,-2.106740901,4.56E-09,1.28E-05
Schnuerera.ultunensis,-2.106740901,4.56E-09,1.28E-05
Fervidibacillus.halotolerans,-2.106740901,4.56E-09,1.28E-05
Brevibacterium.sp...Marine.,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.H8.0537,-2.106740901,4.56E-09,1.28E-05
Oerskovia.sp..KBS0722,-2.106740901,4.56E-09,1.28E-05
uncultured.Vibrio.sp.,-2.106740901,4.56E-09,1.28E-05
Lysobacter.enzymogenes,-2.106740901,4.56E-09,1.28E-05
Amycolatopsis.cynarae,-2.106740901,4.56E-09,1.28E-05
Megamonas.hypermegale,-2.106740901,4.56E-09,1.28E-05
Erythrobacter.sp..SDW2,-2.106740901,4.56E-09,1.28E-05
Chitinophaga.niabensis,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.sp..MYb264,-2.106740901,4.56E-09,1.28E-05
Pediococcus.pentosaceus,-2.106740901,4.56E-09,1.28E-05
Leptothermofonsia.sichuanensis,-2.106740901,4.56E-09,1.28E-05
Brevirhabdus.pacifica,-2.106740901,4.56E-09,1.28E-05
Edaphobacter.lichenicola,-2.106740901,4.56E-09,1.28E-05
Candidatus.Methylospira.mobilis,-2.106740901,4.56E-09,1.28E-05
Aceticella.autotrophica,-2.106740901,4.56E-09,1.28E-05
Nocardioides.panacisoli,-2.106740901,4.56E-09,1.28E-05
Kribbella.sp..NBC_00709,-2.106740901,4.56E-09,1.28E-05
Paraburkholderia.phytofirmans,-2.106740901,4.56E-09,1.28E-05
Sphingopyxis.macrogoltabida,-2.106740901,4.56E-09,1.28E-05
Micavibrio.aeruginosavorus,-2.106740901,4.56E-09,1.28E-05
Pedobacter.roseus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.tritici,-2.106740901,4.56E-09,1.28E-05
Leptospira.santarosai,-2.106740901,4.56E-09,1.28E-05
Streptomyces.albus,-2.106740901,4.56E-09,1.28E-05
Paraburkholderia.tropica,-2.106740901,4.56E-09,1.28E-05
Streptomyces.collinus,-2.106740901,4.56E-09,1.28E-05
Aeromicrobium.sp..A1.2,-2.106740901,4.56E-09,1.28E-05
Moraxella.nasibovis,-2.106740901,4.56E-09,1.28E-05
Nitratidesulfovibrio.liaohensis,-2.106740901,4.56E-09,1.28E-05
Halopenitus.persicus,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.cellulosilyticus,-2.106740901,4.56E-09,1.28E-05
Kosakonia.sp..BYX6,-2.106740901,4.56E-09,1.28E-05
Pantoea.piersonii,-2.106740901,4.56E-09,1.28E-05
Anaerococcus.mediterraneensis,-2.106740901,4.56E-09,1.28E-05
Proteus.sp..ZN5,-2.106740901,4.56E-09,1.28E-05
Pectobacterium.cacticida,-2.106740901,4.56E-09,1.28E-05
Agrobacterium.vaccinii,-2.106740901,4.56E-09,1.28E-05
Enhydrobacter.sp.,-2.106740901,4.56E-09,1.28E-05
Staphylococcus.haemolyticus,-2.106740901,4.56E-09,1.28E-05
Planococcus.plakortidis,-2.106740901,4.56E-09,1.28E-05
Zhaonella.formicivorans,-2.106740901,4.56E-09,1.28E-05
Thiobacillus.sp..SCUT.2,-2.106740901,4.56E-09,1.28E-05
Halosolutus.halophilus,-2.106740901,4.56E-09,1.28E-05
Pararhizobium.qamdonense,-2.106740901,4.56E-09,1.28E-05
Arthrobacter.sp..QXT.31,-2.106740901,4.56E-09,1.28E-05
Francisella.philomiragia,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.spongiae,-2.106740901,4.56E-09,1.28E-05
Arachidicoccus.soli,-2.106740901,4.56E-09,1.28E-05
Paramuribaculum.intestinale,-2.106740901,4.56E-09,1.28E-05
Bacteroides.sp..PHL.2737,-2.106740901,4.56E-09,1.28E-05
Curtobacterium.sp..TXMA1,-2.106740901,4.56E-09,1.28E-05
Hyphomonas.atlantica,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.stellifer,-2.106740901,4.56E-09,1.28E-05
Luteimonas.sp..MC1750,-2.106740901,4.56E-09,1.28E-05
Deinococcus.taeanensis,-2.106740901,4.56E-09,1.28E-05
Helicobacter.mustelae,-2.106740901,4.56E-09,1.28E-05
Actinoplanes.sp..NBC_00393,-2.106740901,4.56E-09,1.28E-05
Campylobacter.ureolyticus,-2.106740901,4.56E-09,1.28E-05
Sphingobacterium.psychroaquaticum,-2.106740901,4.56E-09,1.28E-05
Aquitalea.denitrificans,-2.106740901,4.56E-09,1.28E-05
Kingella.potus,-2.106740901,4.56E-09,1.28E-05
Sulfitobacter.sp..BSw21498,-2.106740901,4.56E-09,1.28E-05
Haloglomus.litoreum,-2.106740901,4.56E-09,1.28E-05
Photobacterium.leiognathi,-2.106740901,4.56E-09,1.28E-05
Propioniciclava.soli,-2.106740901,4.56E-09,1.28E-05
Peribacillus.muralis,-2.106740901,4.56E-09,1.28E-05
Carnobacterium.maltaromaticum,-2.106740901,4.56E-09,1.28E-05
Mycetocola.zhujimingii,-2.106740901,4.56E-09,1.28E-05
Mesorhizobium.sp..M1A.F.Ca.IN.022.06.1.1,-2.106740901,4.56E-09,1.28E-05
Microbacterium.hominis,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..CMB.StM0423,-2.106740901,4.56E-09,1.28E-05
Streptomyces.alfalfae,-2.106740901,4.56E-09,1.28E-05
Streptomyces.cyanogenus,-2.106740901,4.56E-09,1.28E-05
Flammeovirga.pectinis,-2.106740901,4.56E-09,1.28E-05
Burkholderia.glumae,-2.106740901,4.56E-09,1.28E-05
Actinomyces.slackii,-2.106740901,4.56E-09,1.28E-05
Saccharibacillus.brassicae,-2.106740901,4.56E-09,1.28E-05
Brevibacterium.sandarakinum,-2.106740901,4.56E-09,1.28E-05
Malacoplasma.iowae,-2.106740901,4.56E-09,1.28E-05
Fischerella.sp..JS2,-2.106740901,4.56E-09,1.28E-05
Aquifex.aeolicus,-2.106740901,4.56E-09,1.28E-05
Chryseobacterium.salivictor,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.aurantius,-2.106740901,4.56E-09,1.28E-05
Thermococcus.sp..AM4,-2.106740901,4.56E-09,1.28E-05
Alkalicoccus.halolimnae,-2.106740901,4.56E-09,1.28E-05
Moorella.sp..Hama.1,-2.106740901,4.56E-09,1.28E-05
Anaerobacillus.isosaccharinicus,-2.106740901,4.56E-09,1.28E-05
Amycolatopsis.sp..NBC_01480,-2.106740901,4.56E-09,1.28E-05
Catenulispora.acidiphila,-2.106740901,4.56E-09,1.28E-05
Lactiplantibacillus.pentosus,-2.106740901,4.56E-09,1.28E-05
Sphingobacterium.spiritivorum,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.busanensis,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.amygdali,-2.106740901,4.56E-09,1.28E-05
Hyphomicrobium.sp..ghe19,-2.106740901,4.56E-09,1.28E-05
Desulfovibrio.desulfuricans,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.urinalis,-2.106740901,4.56E-09,1.28E-05
Listeria.monocytogenes,-2.106740901,4.56E-09,1.28E-05
Fulvivirga.ulvae,-2.106740901,4.56E-09,1.28E-05
Treponema.brennaborense,-2.106740901,4.56E-09,1.28E-05
cyanobacterium.endosymbiont.of.Epithemia.clementina.EcSB,-2.106740901,4.56E-09,1.28E-05
Mariniplasma.anaerobium,-2.106740901,4.56E-09,1.28E-05
Marinobacter.fonticola,-2.106740901,4.56E-09,1.28E-05
Prevotella.dentalis,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.paludis,-2.106740901,4.56E-09,1.28E-05
Novosphingobium.sp..EMRT.2,-2.106740901,4.56E-09,1.28E-05
Echinicola.marina,-2.106740901,4.56E-09,1.28E-05
Psychrobacter.sp..van23A,-2.106740901,4.56E-09,1.28E-05
Pikeienuella.piscinae,-2.106740901,4.56E-09,1.28E-05
Pandoraea.sputorum,-2.106740901,4.56E-09,1.28E-05
Lysobacter.sp..KIS68.7,-2.106740901,4.56E-09,1.28E-05
Tatumella.ptyseos,-2.106740901,4.56E-09,1.28E-05
Caloranaerobacter.azorensis,-2.106740901,4.56E-09,1.28E-05
Achromobacter.sp..AONIH1,-2.106740901,4.56E-09,1.28E-05
Streptococcus.suis,-2.106740901,4.56E-09,1.28E-05
Ferrovibrio.terrae,-2.106740901,4.56E-09,1.28E-05
Roseomonas.haemaphysalidis,-2.106740901,4.56E-09,1.28E-05
Thermosynechococcus.vestitus,-2.106740901,4.56E-09,1.28E-05
Candidatus.Uabimicrobium.amorphum,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..32O.W,-2.106740901,4.56E-09,1.28E-05
Capnocytophaga.haemolytica,-2.106740901,4.56E-09,1.28E-05
Brevibacillus.laterosporus,-2.106740901,4.56E-09,1.28E-05
Celeribacter.baekdonensis,-2.106740901,4.56E-09,1.28E-05
Staphylococcus.lugdunensis,-2.106740901,4.56E-09,1.28E-05
Spiroplasma.culicicola,-2.106740901,4.56E-09,1.28E-05
Oceanobacillus.iheyensis,-2.106740901,4.56E-09,1.28E-05
Natranaerofaba.carboxydovora,-2.106740901,4.56E-09,1.28E-05
Alteracholeplasma.palmae,-2.106740901,4.56E-09,1.28E-05
Clostridium.scatologenes,-2.106740901,4.56E-09,1.28E-05
Romboutsia.sp..13368,-2.106740901,4.56E-09,1.28E-05
Rhodoferax.sp..PAMC.29310,-2.106740901,4.56E-09,1.28E-05
Oligella.ureolytica,-2.106740901,4.56E-09,1.28E-05
Candidatus.Kirkpatrickella.diaphorinae,-2.106740901,4.56E-09,1.28E-05
Advenella.kashmirensis,-2.106740901,4.56E-09,1.28E-05
Boudabousia.tangfeifanii,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.otitidis,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.jinjuensis,-2.106740901,4.56E-09,1.28E-05
Acetobacterium.woodii,-2.106740901,4.56E-09,1.28E-05
Sebaldella.termitidis,-2.106740901,4.56E-09,1.28E-05
Paracoccus.sanguinis,-2.106740901,4.56E-09,1.28E-05
Chondromyces.crocatus,-2.106740901,4.56E-09,1.28E-05
Sulfuritortus.calidifontis,-2.106740901,4.56E-09,1.28E-05
Maridesulfovibrio.sp.,-2.106740901,4.56E-09,1.28E-05
Edwardsiella.ictaluri,-2.106740901,4.56E-09,1.28E-05
Chlamydia.suis,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.sp..N1719,-2.106740901,4.56E-09,1.28E-05
Candidatus.Methylopumilus.planktonicus,-2.106740901,4.56E-09,1.28E-05
Rufibacter.radiotolerans,-2.106740901,4.56E-09,1.28E-05
Streptococcus.sp..HN38,-2.106740901,4.56E-09,1.28E-05
Paraburkholderia.sprentiae,-2.106740901,4.56E-09,1.28E-05
Metamycoplasma.phocicerebrale,-2.106740901,4.56E-09,1.28E-05
Schaalia.sp..JY.X169,-2.106740901,4.56E-09,1.28E-05
Jeotgalibaca.porci,-2.106740901,4.56E-09,1.28E-05
Aminomonas.paucivorans,-2.106740901,4.56E-09,1.28E-05
Nitrosococcus.halophilus,-2.106740901,4.56E-09,1.28E-05
Gemella.sanguinis,-2.106740901,4.56E-09,1.28E-05
Gilliamella.apis,-2.106740901,4.56E-09,1.28E-05
Fuerstiella.marisgermanici,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.sp..KACC.22773,-2.106740901,4.56E-09,1.28E-05
Leptotrichia.wadei,-2.106740901,4.56E-09,1.28E-05
Herbaspirillum.rubrisubalbicans,-2.106740901,4.56E-09,1.28E-05
Deinococcus.irradiatisoli,-2.106740901,4.56E-09,1.28E-05
Deinococcus.metallilatus,-2.106740901,4.56E-09,1.28E-05
Desulfitobacterium.dehalogenans,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..Marseille.Q6967,-2.106740901,4.56E-09,1.28E-05
Clostridium.drakei,-2.106740901,4.56E-09,1.28E-05
Mycoplasma.mycoides,-2.106740901,4.56E-09,1.28E-05
Clostridium.tetani,-2.106740901,4.56E-09,1.28E-05
Cupriavidus.taiwanensis,-2.106740901,4.56E-09,1.28E-05
Floricoccus.penangensis,-2.106740901,4.56E-09,1.28E-05
Amphritea.atlantica,-2.106740901,4.56E-09,1.28E-05
Comamonas.aquatica,-2.106740901,4.56E-09,1.28E-05
Telluria.beijingensis,-2.106740901,4.56E-09,1.28E-05
Enterococcus.hirae,-2.106740901,4.56E-09,1.28E-05
Actinomadura.sp..NAK00032,-2.106740901,4.56E-09,1.28E-05
Pontibacillus.chungwhensis,-2.106740901,4.56E-09,1.28E-05
Acetivibrio.clariflavus,-2.106740901,4.56E-09,1.28E-05
Deinococcus.sp..AJ005,-2.106740901,4.56E-09,1.28E-05
Rhodothermus.marinus,-2.106740901,4.56E-09,1.28E-05
Indioceanicola.profundi,-2.106740901,4.56E-09,1.28E-05
Desulfovibrio.fairfieldensis,-2.106740901,4.56E-09,1.28E-05
Herbaspirillum.sp..DW155,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.sp..IP.3.29,-2.106740901,4.56E-09,1.28E-05
Asticcacaulis.excentricus,-2.106740901,4.56E-09,1.28E-05
secondary.endosymbiont.of.Ctenarytaina.eucalypti,-2.106740901,4.56E-09,1.28E-05
Cytobacillus.dafuensis,-2.106740901,4.56E-09,1.28E-05
Bacillus.mycoides,-2.106740901,4.56E-09,1.28E-05
Marinobacterium.rhizophilum,-2.106740901,4.56E-09,1.28E-05
Synechococcus.sp..LTW.R,-2.106740901,4.56E-09,1.28E-05
Rothia.sp..ZJ932,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NBC_01232,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.sp..FDAARGOS.1242,-2.106740901,4.56E-09,1.28E-05
Aequorivita.sp..H23M31,-2.106740901,4.56E-09,1.28E-05
Nocardia.brasiliensis,-2.106740901,4.56E-09,1.28E-05
Desulfovibrio.piger,-2.106740901,4.56E-09,1.28E-05
Brevundimonas.diminuta,-2.106740901,4.56E-09,1.28E-05
Plantactinospora.sp..BB1,-2.106740901,4.56E-09,1.28E-05
Roseitalea.porphyridii,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..BNL1100,-2.106740901,4.56E-09,1.28E-05
Sporofaciens.musculi,-2.106740901,4.56E-09,1.28E-05
Phyllobacterium.zundukense,-2.106740901,4.56E-09,1.28E-05
Alteromonas.sp..M12,-2.106740901,4.56E-09,1.28E-05
Lacticaseibacillus.chiayiensis,-2.106740901,4.56E-09,1.28E-05
Ornithinimicrobium.cryptoxanthini,-2.106740901,4.56E-09,1.28E-05
Exiguobacterium.alkaliphilum,-2.106740901,4.56E-09,1.28E-05
Bacteroides.xylanisolvens,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.sp..BD556,-2.106740901,4.56E-09,1.28E-05
Candidatus.Arsenophonus.lipoptenae,-2.106740901,4.56E-09,1.28E-05
Anaerotignum.propionicum,-2.106740901,4.56E-09,1.28E-05
Dyadobacter.chenhuakuii,-2.106740901,4.56E-09,1.28E-05
Clostridium.kluyveri,-2.106740901,4.56E-09,1.28E-05
Sphingobacterium.bambusae,-2.106740901,4.56E-09,1.28E-05
Brevibacillus.marinus,-2.106740901,4.56E-09,1.28E-05
Clostridium.argentinense,-2.106740901,4.56E-09,1.28E-05
Eubacterium.ventriosum,-2.106740901,4.56E-09,1.28E-05
Desulfocurvibacter.africanus,-2.106740901,4.56E-09,1.28E-05
Marinobacter.salarius,-2.106740901,4.56E-09,1.28E-05
Salmonella.enterica,-2.106740901,4.56E-09,1.28E-05
Bacteroides.finegoldii,-2.106740901,4.56E-09,1.28E-05
Candidatus.Promineifilum.breve,-2.106740901,4.56E-09,1.28E-05
Candidatus.Mycobacterium.wuenschmannii,-2.106740901,4.56E-09,1.28E-05
Mycobacterium.decipiens,-2.106740901,4.56E-09,1.28E-05
Sediminibacillus.dalangtanensis,-2.106740901,4.56E-09,1.28E-05
Bacillus.cereus,-2.106740901,4.56E-09,1.28E-05
Rubrobacter.xylanophilus,-2.106740901,4.56E-09,1.28E-05
Colwellia.sp..MT41,-2.106740901,4.56E-09,1.28E-05
Sphaerochaeta.globosa,-2.106740901,4.56E-09,1.28E-05
Laribacter.hongkongensis,-2.106740901,4.56E-09,1.28E-05
Sandaracinus.amylolyticus,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.knackmussii,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.luteolum,-2.106740901,4.56E-09,1.28E-05
Micromonospora.sp..WMMC415,-2.106740901,4.56E-09,1.28E-05
Halopseudomonas.nanhaiensis,-2.106740901,4.56E-09,1.28E-05
Granulicatella.adiacens,-2.106740901,4.56E-09,1.28E-05
Lachnospira.eligens,-2.106740901,4.56E-09,1.28E-05
Castellaniella.defragrans,-2.106740901,4.56E-09,1.28E-05
Geotalea.uraniireducens,-2.106740901,4.56E-09,1.28E-05
Sphingosinicella.microcystinivorans,-2.106740901,4.56E-09,1.28E-05
Caldicellulosiruptor.danielii,-2.106740901,4.56E-09,1.28E-05
Halomonas.sp..MCCC.1A13316,-2.106740901,4.56E-09,1.28E-05
Novacetimonas.hansenii,-2.106740901,4.56E-09,1.28E-05
Microbispora.hainanensis,-2.106740901,4.56E-09,1.28E-05
Clostridium.thermarum,-2.106740901,4.56E-09,1.28E-05
Halobacterium.litoreum,-2.106740901,4.56E-09,1.28E-05
Longicatena.caecimuris,-2.106740901,4.56E-09,1.28E-05
Jonquetella.anthropi,-2.106740901,4.56E-09,1.28E-05
Bythopirellula.goksoeyrii,-2.106740901,4.56E-09,1.28E-05
Limnohabitans.sp..TEGF004,-2.106740901,4.56E-09,1.28E-05
Terrisporobacter.petrolearius,-2.106740901,4.56E-09,1.28E-05
Prochlorococcus.sp..MIT.1307,-2.106740901,4.56E-09,1.28E-05
Stigmatella.aurantiaca,-2.106740901,4.56E-09,1.28E-05
Ruminococcus.sp..SR1.5,-2.106740901,4.56E-09,1.28E-05
Pseudodesulfovibrio.aespoeensis,-2.106740901,4.56E-09,1.28E-05
Cohnella.cholangitidis,-2.106740901,4.56E-09,1.28E-05
Limosilactobacillus.fermentum,-2.106740901,4.56E-09,1.28E-05
Labilithrix.luteola,-2.106740901,4.56E-09,1.28E-05
Fusobacterium.mortiferum,-2.106740901,4.56E-09,1.28E-05
Desulfovibrio.sp..G11,-2.106740901,4.56E-09,1.28E-05
Tsukamurella.paurometabola,-2.106740901,4.56E-09,1.28E-05
Clostridium.chauvoei,-2.106740901,4.56E-09,1.28E-05
Terriglobus.roseus,-2.106740901,4.56E-09,1.28E-05
uncultured.Mailhella.sp.,-2.106740901,4.56E-09,1.28E-05
Trinickia.caryophylli,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..OS1.26,-2.106740901,4.56E-09,1.28E-05
Clostridium.butyricum,-2.106740901,4.56E-09,1.28E-05
Eggerthella.lenta,-2.106740901,4.56E-09,1.28E-05
X.Leptolyngbya..sp..PCC.7376,-2.106740901,4.56E-09,1.28E-05
Limnochorda.sp..L945t,-2.106740901,4.56E-09,1.28E-05
Shinella.sp..XGS7,-2.106740901,4.56E-09,1.28E-05
Nautilia.sp..PV.1,-2.106740901,4.56E-09,1.28E-05
Actinomyces.urogenitalis,-2.106740901,4.56E-09,1.28E-05
Pedobacter.mucosus,-2.106740901,4.56E-09,1.28E-05
Candidatus.Desulfovibrio.trichonymphae,-2.106740901,4.56E-09,1.28E-05
Streptomyces.noursei,-2.106740901,4.56E-09,1.28E-05
Phocaeicola.vulgatus,-2.106740901,4.56E-09,1.28E-05
